freq_ghz,S21_dB,S11_dB
4.110000,-11.312189,-0.333530
4.115000,-11.426851,-0.324506
4.120000,-11.541660,-0.315725
4.125000,-11.656704,-0.307172
4.130000,-11.772082,-0.298835
4.135000,-11.887908,-0.290702
4.140000,-12.004310,-0.282758
4.145000,-12.121434,-0.274991
4.150000,-12.239449,-0.267387
4.155000,-12.358546,-0.259933
4.160000,-12.478944,-0.252615
4.165000,-12.600897,-0.245419
4.170000,-12.724698,-0.238329
4.175000,-12.850685,-0.231329
4.180000,-12.979252,-0.224404
4.185000,-13.110855,-0.217535
4.190000,-13.246030,-0.210705
4.195000,-13.385402,-0.203891
4.200000,-13.529704,-0.197074
4.210000,-13.836713,-0.183336
4.220000,-14.176032,-0.169285
4.230000,-14.560298,-0.154691
4.240000,-15.007453,-0.139311
4.250000,-15.543154,-0.122914
4.260000,-16.204243,-0.105346
4.270000,-17.043732,-0.086644
4.280000,-18.138130,-0.067193
4.290000,-19.599353,-0.047890
4.300000,-21.599123,-0.030156
4.310000,-24.436167,-0.015666
4.320000,-28.786874,-0.005746
4.330000,-37.308149,-0.000807
4.340000,-43.101137,-0.000213
4.350000,-32.108982,-0.002673
4.360000,-28.052696,-0.006805
4.370000,-25.774002,-0.011507
4.380000,-24.327221,-0.016064
4.390000,-23.356314,-0.020098
4.400000,-22.686973,-0.023456
4.410000,-22.221151,-0.026120
4.420000,-21.898835,-0.028139
4.430000,-21.681148,-0.029590
4.440000,-21.541849,-0.030558
4.450000,-21.462667,-0.031122
4.460000,-21.430552,-0.031354
4.470000,-21.435996,-0.031315
4.480000,-21.471954,-0.031056
4.490000,-21.533136,-0.030620
4.500000,-21.615528,-0.030042
4.510000,-21.716061,-0.029352
4.520000,-21.832384,-0.028574
4.530000,-21.962694,-0.027727
4.540000,-22.105623,-0.026826
4.550000,-22.260146,-0.025886
4.560000,-22.425524,-0.024916
4.570000,-22.601256,-0.023925
4.580000,-22.787047,-0.022921
4.590000,-22.982788,-0.021908
4.600000,-23.188541,-0.020892
4.610000,-23.404532,-0.019876
4.620000,-23.631152,-0.018863
4.630000,-23.868964,-0.017856
4.640000,-24.118713,-0.016856
4.650000,-24.381349,-0.015865
4.660000,-24.658052,-0.014884
4.670000,-24.950274,-0.013914
4.680000,-25.259787,-0.012955
4.690000,-25.588756,-0.012009
4.700000,-25.939828,-0.011075
4.710000,-26.316256,-0.010155
4.720000,-26.722069,-0.009248
4.730000,-27.162306,-0.008355
4.740000,-27.643345,-0.007479
4.750000,-28.173378,-0.006619
4.760000,-28.763115,-0.005778
4.770000,-29.426866,-0.004958
4.780000,-30.184258,-0.004165
4.790000,-31.063102,-0.003401
4.800000,-32.104488,-0.002676
4.810000,-33.372532,-0.001998
4.820000,-34.975074,-0.001381
4.830000,-37.114497,-0.000844
4.840000,-40.243931,-0.000411
4.850000,-45.794567,-0.000114
4.860000,-79.138041,-0.000000
4.870000,-45.348776,-0.000127
4.880000,-38.810258,-0.000571
4.890000,-34.825492,-0.001430
