freq_ghz,S21_dB,S11_dB
2.480000,-2.033376,-4.272760
2.485000,-2.057958,-4.231900
2.490000,-2.082465,-4.191773
2.495000,-2.106888,-4.152369
2.500000,-2.131220,-4.113681
2.505000,-2.155454,-4.075700
2.510000,-2.179584,-4.038418
2.515000,-2.203602,-4.001826
2.520000,-2.227501,-3.965915
2.525000,-2.251275,-3.930679
2.530000,-2.274917,-3.896108
2.535000,-2.298421,-3.862194
2.540000,-2.321779,-3.828928
2.545000,-2.344987,-3.796303
2.550000,-2.368037,-3.764311
2.555000,-2.390923,-3.732943
2.560000,-2.413640,-3.702191
2.565000,-2.436181,-3.672047
2.570000,-2.458540,-3.642504
2.575000,-2.480713,-3.613554
2.580000,-2.502692,-3.585189
2.585000,-2.524473,-3.557401
2.590000,-2.546050,-3.530184
2.595000,-2.567417,-3.503530
2.600000,-2.588570,-3.477432
2.605000,-2.609502,-3.451883
2.610000,-2.630209,-3.426875
2.615000,-2.650686,-3.402403
2.620000,-2.670927,-3.378459
2.625000,-2.690928,-3.355036
2.630000,-2.710683,-3.332130
2.635000,-2.730188,-3.309732
2.640000,-2.749439,-3.287838
2.645000,-2.768429,-3.266440
2.650000,-2.787156,-3.245534
2.655000,-2.805613,-3.225114
2.660000,-2.823798,-3.205173
2.665000,-2.841704,-3.185707
2.670000,-2.859328,-3.166710
2.675000,-2.876666,-3.148178
2.680000,-2.893713,-3.130104
2.685000,-2.910465,-3.112485
2.690000,-2.926917,-3.095316
2.695000,-2.943067,-3.078591
2.700000,-2.958909,-3.062308
2.705000,-2.974439,-3.046460
2.710000,-2.989654,-3.031045
2.715000,-3.004550,-3.016059
2.720000,-3.019122,-3.001497
2.725000,-3.033367,-2.987356
2.730000,-3.047281,-2.973632
2.735000,-3.060860,-2.960322
2.740000,-3.074101,-2.947424
2.745000,-3.086999,-2.934933
2.750000,-3.099551,-2.922847
2.755000,-3.111754,-2.911163
2.760000,-3.123603,-2.899878
2.765000,-3.135096,-2.888991
2.770000,-3.146228,-2.878498
2.775000,-3.156996,-2.868398
2.780000,-3.167396,-2.858689
2.785000,-3.177425,-2.849369
2.790000,-3.187080,-2.840436
2.795000,-3.196356,-2.831889
2.800000,-3.205251,-2.823726
2.805000,-3.213761,-2.815946
2.810000,-3.221883,-2.808548
2.815000,-3.229613,-2.801532
2.820000,-3.236948,-2.794897
2.825000,-3.243884,-2.788641
2.830000,-3.250418,-2.782766
2.835000,-3.256547,-2.777270
2.840000,-3.262268,-2.772153
2.845000,-3.267576,-2.767417
2.850000,-3.272470,-2.763060
2.855000,-3.276944,-2.759085
2.860000,-3.280997,-2.755490
2.865000,-3.284625,-2.752279
2.870000,-3.287824,-2.749450
2.875000,-3.290592,-2.747007
2.880000,-3.292925,-2.744950
2.885000,-3.294819,-2.743281
2.890000,-3.296272,-2.742001
2.895000,-3.297280,-2.741114
2.900000,-3.297840,-2.740622
2.905000,-3.297948,-2.740526
2.910000,-3.297602,-2.740831
2.915000,-3.296798,-2.741538
2.920000,-3.295533,-2.742651
2.925000,-3.293804,-2.744175
2.930000,-3.291607,-2.746111
2.935000,-3.288940,-2.748465
2.940000,-3.285798,-2.751241
2.945000,-3.282179,-2.754443
2.950000,-3.278080,-2.758077
2.955000,-3.273497,-2.762146
2.960000,-3.268427,-2.766658
2.965000,-3.262867,-2.771617
2.970000,-3.256814,-2.777030
2.975000,-3.250265,-2.782903
2.980000,-3.243216,-2.789242
2.985000,-3.235664,-2.796056
2.990000,-3.227607,-2.803351
2.995000,-3.219040,-2.811134
3.000000,-3.209962,-2.819416
3.005000,-3.200368,-2.828203
3.010000,-3.190256,-2.837505
3.015000,-3.179623,-2.847331
3.020000,-3.168466,-2.857692
3.025000,-3.156782,-2.868598
3.030000,-3.144568,-2.880059
3.035000,-3.131821,-2.892087
3.040000,-3.118538,-2.904694
3.045000,-3.104717,-2.917892
3.050000,-3.090354,-2.931695
3.055000,-3.075448,-2.946115
3.060000,-3.059994,-2.961168
3.065000,-3.043992,-2.976867
3.070000,-3.027439,-2.993229
3.075000,-3.010331,-3.010269
3.080000,-2.992667,-3.028005
3.085000,-2.974444,-3.046454
3.090000,-2.955661,-3.065634
3.095000,-2.936316,-3.085566
3.100000,-2.916406,-3.106269
3.105000,-2.895930,-3.127763
3.110000,-2.874886,-3.150072
3.115000,-2.853273,-3.173218
3.120000,-2.831089,-3.197225
3.125000,-2.808334,-3.222118
3.130000,-2.785006,-3.247924
3.135000,-2.761104,-3.274669
3.140000,-2.736629,-3.302382
3.145000,-2.711580,-3.331094
3.150000,-2.685957,-3.360834
3.155000,-2.659760,-3.391637
3.160000,-2.632990,-3.423536
3.165000,-2.605647,-3.456567
3.170000,-2.577732,-3.490767
3.175000,-2.549248,-3.526175
3.180000,-2.520196,-3.562832
3.185000,-2.490578,-3.600781
3.190000,-2.460397,-3.640066
3.195000,-2.429656,-3.680734
3.200000,-2.398358,-3.722834
3.205000,-2.366509,-3.766417
3.210000,-2.334112,-3.811538
3.215000,-2.301172,-3.858251
3.220000,-2.267697,-3.906615
3.225000,-2.233691,-3.956693
3.230000,-2.199163,-4.008548
3.235000,-2.164120,-4.062248
3.240000,-2.128571,-4.117864
3.245000,-2.092526,-4.175468
3.250000,-2.055995,-4.235140
3.255000,-2.018989,-4.296959
3.260000,-1.981521,-4.361010
3.265000,-1.943604,-4.427383
3.270000,-1.905253,-4.496171
3.275000,-1.866484,-4.567470
3.280000,-1.827313,-4.641382
3.285000,-1.787758,-4.718014
3.290000,-1.747839,-4.797477
3.295000,-1.707578,-4.879888
3.300000,-1.666996,-4.965367
3.305000,-1.626118,-5.054042
3.310000,-1.584969,-5.146044
3.315000,-1.543577,-5.241512
3.320000,-1.501972,-5.340588
3.325000,-1.460184,-5.443422
3.330000,-1.418247,-5.550166
3.335000,-1.376197,-5.660980
3.340000,-1.334070,-5.776030
3.345000,-1.291906,-5.895484
3.350000,-1.249749,-6.019515
3.355000,-1.207641,-6.148300
3.360000,-1.165631,-6.282018
3.365000,-1.123768,-6.420850
3.370000,-1.082104,-6.564976
3.375000,-1.040694,-6.714572
3.380000,-0.999596,-6.869812
3.385000,-0.958871,-7.030857
3.390000,-0.918582,-7.197859
3.395000,-0.878796,-7.370951
3.400000,-0.839583,-7.550238
3.405000,-0.801013,-7.735797
3.410000,-0.763164,-7.927658
3.415000,-0.726113,-8.125799
3.420000,-0.689942,-8.330124
3.425000,-0.654734,-8.540451
3.430000,-0.620576,-8.756488
3.435000,-0.587558,-8.977805
3.440000,-0.555771,-9.203806
3.445000,-0.525310,-9.433693
3.450000,-0.496271,-9.666423
3.455000,-0.468753,-9.900670
3.460000,-0.442855,-10.134772
3.465000,-0.418679,-10.366690
3.470000,-0.396327,-10.593968
3.475000,-0.375901,-10.813701
3.480000,-0.357506,-11.022536
3.485000,-0.341244,-11.216694
3.490000,-0.327218,-11.392048
3.495000,-0.315530,-11.544247
3.500000,-0.306279,-11.668913
3.505000,-0.299563,-11.761885
3.510000,-0.295477,-11.819509
3.515000,-0.294113,-11.838925
3.520000,-0.295560,-11.818331
3.525000,-0.299900,-11.757157
3.530000,-0.307214,-11.656128
3.535000,-0.317575,-11.517198
3.540000,-0.331050,-11.343380
3.545000,-0.347700,-11.138481
3.550000,-0.367580,-10.906810
3.555000,-0.390738,-10.652893
3.560000,-0.417211,-10.381221
3.565000,-0.447031,-10.096058
3.570000,-0.480223,-9.801311
3.575000,-0.516800,-9.500455
3.580000,-0.556768,-9.196507
3.585000,-0.600126,-8.892025
3.590000,-0.646862,-8.589144
3.595000,-0.696956,-8.289605
3.600000,-0.750381,-7.994809
3.605000,-0.807102,-7.705861
3.610000,-0.867073,-7.423610
3.615000,-0.930244,-7.148696
3.620000,-0.996556,-6.881578
3.625000,-1.065944,-6.622574
3.630000,-1.138336,-6.371878
3.635000,-1.213656,-6.129590
3.640000,-1.291821,-5.895729
3.645000,-1.372743,-5.670254
3.650000,-1.456333,-5.453072
3.655000,-1.542494,-5.244050
3.660000,-1.631130,-5.043025
3.665000,-1.722139,-4.849811
3.670000,-1.815421,-4.664204
3.675000,-1.910871,-4.485987
3.680000,-2.008386,-4.314933
3.685000,-2.107860,-4.150810
